,Unnamed: 0,sentence_id,sentence,status,tense
557,11555,NWRW1800000024.402.2.1,"이처럼 지은이는 /쉬운/ 질문을 던지고, 갖가지 연구 결과와 인터뷰, 사례, /적절한/ 비유를 통해 설득력 /있는/ 지적 답변을 내놓는다."
558,45096,NWRW1800000036.256.13.2,언론사들이 비판적 성향의 기자·피디들을 취재·보도 현장에서 /배제하는/ 것은 대선을 앞두고 여권에 /유리한/ 환경을 /조성하는/ /것이라는/ 시각도 나온다.
559,32853,NWRW1800000030.391.3.1,서울교육청은 /수월한/ 전통문화교육을 위해 전주 한옥마을 및 전통문화연수원 수학여행을 일선 학교에 적극 권유하겠다고 협약을 통해 약속했다.
560,67635,NWRW1800000044.122.1.1,피서객들이 다시 동해안을 /찾을/ 수 있도록 /다양한/ 아이디어를 총동원하고 있다”고 말했다.
561,9916,NWRW1800000024.195.3.4,아리랑티브이는 /지난/ 1일부터 미국 제2의 /도시인/ 로스앤젤레스에서 디지털지상파방송 채널 44-5번으로 24시간 방송을 하고 있다.
562,30155,NWRW1800000030.176.8.1,"정씨가 불임 부부와 대리모를 /알선한/ 대가로 /받은/ 돈은 약 2500여만원이며, 임신에 /성공한/ 대리모는 사례금 4500만원 정도와 한 달 50만~70만원의 생활비를 불임 부부로부터 받았다."
563,39729,NWRW1800000033.209.8.3,지나치게 /많은/ 보충수업도 없앴다.
564,83896,NWRW1800000049.62.9.1,최근 한국에서도 /잘사는/ 사람이 더 잘살고 못 /사는/ 사람은 더 /어려워지는/ 현상이 심한데 이런 게 완화됐으면 한다.
565,92338,NWRW1800000052.374.11.2,이날 합의에 앞서 박지원 국민의당 비대위원장은 ‘청문회 증인 채택 협상과 추경 심사를 병행하자’는 중재안을 내놓고 “청문회 증인 채택에 대해 우리(야당)가 양보했다고 돌팔매를 던진다면 제가 그리고 국민의당이 경제를 위해서 /맞겠다는/ 점을 말씀드린다”며 합의를 /촉구한/ 바 있다.
566,16932,NWRW1800000026.95.13.1,"내가 /속한/ 부대는 10월 27일 오전 평북 초산군에 입성, 압록강변에 /다다른/ 최초의 부대가 됐다."
567,75363,NWRW1800000046.81.6.2,"/호랑이띠인/ 최민식은 제작보고회에서 ""우리 민족이 /암울했던/ /시기라는/ 것보다는 인간의 업을 /다룬다는/ 점에 끌렸다""고 말했다."
568,1670,NWRW1800000021.217.5.5,전날까지 3m 내 퍼트를 95% 이상 /성공했던/ 앤서니 김은 이날 90cm 파 퍼트도 놓쳤다.
569,16757,NWRW1800000026.80.2.2,'불륜 스캔들'로 /추락한/ 타이거 우즈(35)가 곧 골프에 /복귀할/ /것이라는/ 예상들이 쏟아지고 있다.
570,2649,NWRW1800000021.353.4.1,이는 예금보험공사 노동조합이 올해 임금을 /깎는/ 대신 이명박 정부의 임기가 /끝난/ 뒤 임금을 대폭 /올리는/ 이면계약을 회사 측에 /요구한/ 사실이 /확인된/ 데 /따른/ 것이다.
571,30052,NWRW1800000030.168.2.1,반면 오락·문화비 지출 비중이 4.3%에서 4.1%로 /줄어드는/ 등 여가와 /관련된/ 지출 비중은 줄어들거나 증가폭이 상대적으로 작았다.
572,102,NWRW1800000021.9.2.17,그래서 1월에는 건강을 찾아 /떠나는/ 여행을 기획했다.
573,1962,NWRW1800000021.243.2.5,1등을 하지 못해 /흘린/ 눈물이었다.
574,10959,NWRW1800000024.320.3.1,울산에 대규모 아파트를 /지으려던/ 수도권의 대형 건설회사들이 분양률 저조와 자금난으로 잇따라 사업을 포기하거나 공사를 중단해 계약자들의 피해가 커지고 있다.
575,82922,NWRW1800000048.425.9.3,"박 대통령은 한-중-일 정상회의를 연내 개최해 다자 차원의 삼국 관계 조율의 틀을 /복원하는/ 동시에, 이를 계기로 한-일 정상회담 개최를 이뤄내 한-일 관계 정상화로까지 /나아간다는/ 구상을 하고 있다."
576,32779,NWRW1800000030.384.13.2,"근대 이전에 시민적 의식이 가장 /강했던/ 이들이었고, 개혁의 선두주자였지요."""
577,40765,NWRW1800000033.286.11.4,하지만 발전적으로 /진화한/ 정치인까지 /같은/ 범주에 넣어야 /한다는/ 의미는 /아니었을/ 것이다.
578,83485,NWRW1800000049.34.2.2,SK그룹이 지속적으로 /성장할/ 수 /있던/ 배경에는 무엇보다 연구개발(R&D) 강화가 /큰/ 역할을 하고 있다.
579,92918,NWRW1800000053.30.3.1,[장애를 /넘은/ CEO]<3·끝> 서형바이클랙㈜ 박흥일 대표
580,67694,NWRW1800000044.128.5.1,제가 /수집한/ 그림들에서 조국의 역사를 배웠습니다.”
581,32148,NWRW1800000030.340.10.1,"이 대통령의 미국 순방에 /동행했던/ 한 청와대 핵심 관계자는 ""이 대통령이 순방 중에 사저 문제를 직접 /언급한/ 적은 없었고, /귀국하는/ 비행기에서 /가진/ 참모 회의에서도 문제를 논의하지 않았다""며 ""그러나 상황의 심각성은 (대통령도) 충분히 알고 /있는/ 것 같다""고 했다."
582,34894,NWRW1800000032.181.13.2,"이런 상황 속에서 ‘반공주의·개발독재 세력의 재집권’이라는 성격을 /띤/ 이명박 정부는 민주정부 이전처럼 지배 세력과 집권 세력을 다시 /일치시킬/ 수 /있는/ 조건을 만들었고, 이에 따라 경제적 신자유주의 추진과 정치적 민주주의의 /역진이라는/ 흐름을 /결합할/ 수 있었다고 한다."
583,5135,NWRW1800000022.147.1.1,"OB맥주의 지분을 100% /소유한/ 벨기에 인베브사는 미국 맥주회사 안호이저부시사 인수대금을 마련하기 위해 OB맥주 매각을 결정, 현재 매각 입찰을 진행 중이다."
584,85317,NWRW1800000049.184.6.2,5일 인사처와 경찰청에 따르면 송 씨는 사전에 인사처 홈페이지에 /나온/ 조직도에서 공무원 공채시험 담당자를 확인했다.
585,32391,NWRW1800000030.357.5.2,센터마다 올해 도(30%) 및 시군(70%) 예산에서 인건비 및 운영비로 6000만원을 배정했고 /모자란/ 예산은 지역사회 사회복지협의회가 기부금 등으로 충당한다.
586,77740,NWRW1800000046.278.3.2,"지금까지 /확인된/ 팩트는 '국회의원이 상임위 회의가 /있는/ 날 대낮에 호텔에서 술 냄새를 풍기며 40대 여성과 성관계를 가졌고, 성관계 이후 돈을 /건넸다'는/ 것이다."
587,56878,NWRW1800000040.34.5.1,이에 따라 6월말까지 취득세율은 주택 규모와 가액에 따라 1~3%로 낮아졌다가 7월부터는 다시 2~4%로 /높아진/ 상태다.
588,66661,NWRW1800000044.53.7.3,대한항공과 안 변호사는 사외이사 선임 /전인/ 2012년 7월에도 인연을 /맺은/ 바 있다.
589,77749,NWRW1800000046.278.6.1,"2011년 4월 아나운서 성희롱 파문을 /일으킨/ 강용석 전 의원 징계안이었는데, 당시 자문위 의견을 존중해 제명안을 상정했으나 본회의에서 부결됐고, 다시 '출석 정지'로 조정돼 가결됐다."
590,94544,NWRW1800000053.211.10.1,10대 유망주들을 직접 가르치고 시범을 /보인/ 최경주는 “아이들과 함께 지내다 보니 개별 훈련을 /할/ 때보다 깊이 /있는/ 훈련을 하게 됐다.
591,2708,NWRW1800000021.357.3.1,국가전염병재난단계는 ‘관심(Blue)’ ‘주의(Yellow)’ ‘경계(Orange)’ ‘심각(Red)’ 4단계로 구분돼 있으며 정부는 7월 21일 신종 플루의 지역사회 감염이 확산되면서 ‘경계’를 /발령한/ 후 이를 유지해 왔다.
592,51390,NWRW1800000038.48.6.7,이집트 사태를 쿠데타로 /규정할/ 경우 미국 법에 따라 원조를 중단해야 한다.
593,88789,NWRW1800000052.40.7.1,최근 1년 최고가를 /경신한/ 종목은 코스피 종목 중 1.8%에 /불과한/ 것으로 나타났다.
594,71236,NWRW1800000045.69.5.1,실제로 ‘일자리 시장’을 슬로건으로 /내세운/ 서 시장은 △지난해 8월 전국 자치단체 중 가장 먼저 고용노동부와 ‘고용률 70% 달성 업무협약’을 체결하였고 △부산으로 /이전하는/ 공공기관과 지역인재 채용 확대(35%) 협약을 체결하였으며 △노사민정 대표와 함께 국내외 기업 방문과 투자유치에 직접 /나서는/ 등 /좋은/ 일자리 유치를 /위한/ 광폭 행보를 실천해 왔다.
595,47015,NWRW1800000037.22.8.1,특히 건강과 다이어트에 관심 /있는/ 사람들이 늘면서 이들을 /겨냥한/ 식음료 제품에서 이른바 ‘기능성 마케팅’이 붐을 이루고 있다.
596,35245,NWRW1800000032.233.6.2,한편 /송기인/ 전 진실·화해를 /위한/ 과거사정리위원회 위원장과 박종철 열사의 부친 박정기씨 등 부산 지역 민주·원로 인사 21명은 이날 부산역 근처 광장관광호텔에서 기자회견을 열어 한진중공업 정리해고 철회와 국회 청문회 개최 등을 촉구했다.
597,71080,NWRW1800000045.46.4.1,현재 미국프로농구(NBA) 샬럿 호니츠 /구단주인/ 조던은 그를 추모하며 “나의 두 번째 아버지”라고 했다.
598,76321,NWRW1800000046.166.1.1,"서울 지역의 한 고교 교장은 ""조 교육감이 선거 때부터 자사고나 외국어고를 '특권 학교'로 칭하면서 폐지를 /주장하는/ 것을 모두가 알고 있고, 작년에 무리하게 자사고 폐지를 /추진한/ 전례도 있기 때문에 자사고·특목고 학부모뿐 아니라 일반 학부모들도 교육청의 평가를 믿지 /않는/ 분위기""라고 말했다."
599,2812,NWRW1800000021.369.5.2,이 때문에 정부에 복귀시키면서도 국내 현안과는 다소 거리가 /먼/ 주중 대사 자리를 제안함으로써 정치권의 반발도 무마하고 류 전 실장의 체면도 /살려준/ 것으로 풀이된다.
600,89076,NWRW1800000052.58.22.6,"주로 /쓰는/ 메신저에서 /익숙해진/ 캐릭터를 좋아하게 되고, 그렇게 /좋아하는/ 마음이 /담긴/ 캐릭터가 /새겨진/ 상품을 갖고 /싶어하는/ 거겠지."
601,27157,NWRW1800000029.277.3.2,다혈질로 /유명한/ 리웨이펑(33·톈진 테다)도 자선경기에서는 좀 부드러워질까.
602,7502,NWRW1800000022.372.17.1,"특히 초기에 /등장했던/ Wii의 골프 게임들이 단순히 /휘두르는/ 속도만 /반영했던/ 것과 달리 이 게임은 Wii 컨트롤러에 '모션 플러스(motion plus)'라는 /새로운/ 주변기기를 추가 장착, 각도 조정과 구질 선택처럼 /세밀한/ 동작도 /할/ 수 있다."
603,76171,NWRW1800000046.155.8.3,여기서 /말하는/ 존중은 교사를 /둘러싼/ 환경이 교사를 신뢰하고 자율권을 /주는/ 것이다.
604,33134,NWRW1800000030.412.3.1,"이에 대해 구성작협의회는 ""광주MBC는 /자유계약직인/ 프리랜서를 강조하지만 그간 지방방송국의 /열악한/ 재정 등을 이유로 작가들은 상근직이나 다름없이 출퇴근을 하며 행정업무까지 요구받아왔다""며 /""일할/ 때는 야근도 밤샘도 본업 외의 업무까지도 말없이 감수해야 /하는/ '우리 팀'이고 /자를/ 때는 언제든 계약해지 /할/ 수 /있는/ /'프리랜서'라는/ 것은 기만이며 사회적으로도 비난받아 /마땅한/ /이중적인/ 태도""라고 반박했다."
605,71982,NWRW1800000045.145.3.4,“(합의문 가운데) ‘북한과 미국의 평화공존’ 부분을 /들어낼/ 수 있을까요.”
606,6749,NWRW1800000022.309.5.1,올해 운용사별 수익률을 살펴보면 규모가 /작은/ 운용사들의 수익률이 상대적으로 좋았다.
607,76454,NWRW1800000046.177.4.1,통상교섭본부처럼 형식만 본부로 남지만 내용은 청(廳) 수준으로 /격상되는/ 셈이다.
608,1000,NWRW1800000021.136.4.2,아이와 어른에게 두루 /사랑받는/ 만화 ‘피너츠’ 캐릭터를 소재로 /한/ 미술전도 있다.
609,22229,NWRW1800000028.152.3.2,박 의원은 당선인사에서 “10년 집권경험을 /가진/ /성숙한/ 민주당으로서 원내투쟁의 방법도 /많은/ 변화가 있어야 한다”며 “투쟁과 협상을 적절히 /배분하는/ 정치력을 발휘해 민주당을 지키고 국민에게 /신뢰받는/ 민주당을 만들겠다”고 밝혔다.
610,35408,NWRW1800000032.252.5.2,서울대는 그동안 수익 감소를 /우려한/ 관악구 치과의사협회의 반대에 부딪혀 치과병원과 치과대학원 건물 착공을 미뤄왔다.
611,53356,NWRW1800000038.209.7.2,"소비자원 관계자는 ""전기절감기는 에어컨·선풍기처럼 사람들이 대중적으로 /이용하는/ 정식 /등록된/ 제품이 아니기 때문에 피해를 당해도 상담 자체가 /어려운/ 측면이 있다""고 말했다."
612,33307,NWRW1800000030.426.3.2,"이재명 시장은 ""2년 뒤 성남시 게임산업 규모가 국내 게임 시장의 절반에 /이르는/ 등 그 중요도가 날로 높아지게 /될/ 것""이라며 ""정부가 내년도 세계 3위 게임강국 진입을 목표로 /삼은/ 데 시가 부응하고, 궁극적으로는 게임 산업이 시민들에게 양질의 일자리를 /제공할/ 수 있도록 하겠다""고 말했다."
613,57076,NWRW1800000040.59.1.1,김 위원장은 “외환은행이 /독자생존할/ 능력이 충분한데도 해외 투기펀드에 /희생될/ 수 없음을 국민들에게 알려내야 했다.
614,94213,NWRW1800000053.178.9.2,한편 서울시교육청은 21일 자사고 입학부장들과 2018학년도 입학전형 관련 회의를 /진행한/ 것으로 확인됐다.
615,42798,NWRW1800000036.25.12.1,국가와 시장 사이에서 시민의 자발적 참여를 바탕으로 /만들어지는/ 사회적 경제다.
616,15089,NWRW1800000025.306.3.5,새알처럼 /보이는/ 것은 봉선화꽃의 꽃가루다.
617,12788,NWRW1800000025.51.1.1,"기존의 투자 관행을 깨고 신생 소규모 /회사였던/ 구글에 거액을 투자해 /엄청난/ 이익을 /벌어들인/ 투자자, 게임을 즐기지 /않는/ 사람도 게임을 하고 싶게 /만드는/ 닌텐도 DS의 게임 디자이너 등이 탄력성을 /발휘한/ 예다."
618,37057,NWRW1800000033.4.5.3,"지식경제부와 한국표준협회는 1일 “신원, 도레이첨단소재, LS산전, 코오롱, 한국도자기, 블랙야크 등 모두 9개 분야 100개 기업의 최고경영자(CEO)가 모여 세계 제일의 명품을 만들기 /위한/ ‘명품창출포럼’을 만들었다”고 밝혔다."
619,94698,NWRW1800000053.232.6.2,1회초 땅볼로 선취 타점을 /올린/ 벨린저는 1-0으로 /앞선/ 5회초 선두 타자로 나와 상대 선발 잭 그링키의 공을 받아쳐 좌중간 담장을 시원하게 넘겼다.
620,64547,NWRW1800000041.294.2.2,하지만 2014년 세월호 정국에서 지독하게 무능하고 /무책임했던/ 제1야당과 /표류했던/ ‘초보 지도자’ 박영선의 모습은 국민의 뇌리에서 쉽게 잊히지 /않을/ 것 같다.
621,50194,NWRW1800000037.345.5.2,자민당 교육재생실행본부는 24일 이를 위해 교과서 검정에 /대한/ 첫 특별회의를 열었다.
622,70387,NWRW1800000044.381.8.1,"야당 쪽은 사내 하청 비정규직(현대차), 서비스직 간접고용(삼성전자), 제2롯데월드 안전성 여부(롯데) 등 환경·노동분야 핵심 현안과 관련해 해당 기업의 최고 의사결정권자를 불러 /책임있는/ 답변을 들어야 /한다는/ 입장이지만, 새누리당은 “공공기관을 /감시·감독하는/ 국정감사에 사기업 총수를 /부르는/ 것은 부적절하다”며 증인 채택 불가론을 고수하고 있다."
623,46621,NWRW1800000036.414.19.3,또 김 교수는 문 후보의 정책에 대해서는 “대부분의 메뉴를 두루 다루고 있으나 /완벽한/ 통합이 이뤄지지 /않았다”는/ 점을 지적했다.
624,105420,NWRW1800000056.382.9.1,대북정책 운신폭 /넓힐/ 수 있어
625,101740,NWRW1800000054.434.7.2,국회의원 보좌 인력 수는 미국을 제외하면 한국이 가장 /많은/ 편으로 알려졌다.
626,62567,NWRW1800000041.148.6.8,그는 “영화에서 1초간 /등장하는/ ‘박카스’ 2병에서 4병으로 /늘리는/ 기술은 한 달간 /배운/ 것”이라고 했다.
627,23299,NWRW1800000028.280.2.1,"/지나친/ 음주, 정자도 “피곤해”"
628,86077,NWRW1800000049.237.8.3,전문가들은 손흥민이 최근의 컨디션만 유지한다면 주전 확보가 어렵지 /않을/ 것으로 예상하고 있다.
629,25592,NWRW1800000029.94.8.4,날씨가 추워지면서 소비자가 많이 /찾는/ 담요나 슬리퍼 등 상품 10여 종은 25% 추가로 에누리해 /팔/ 계획이다.
630,82820,NWRW1800000048.413.4.1,앞서 감사원은 하베스트를 /비싼/ 값에 무리하게 인수해 회사에 3133억원가량 손해를 /입힌/ 혐의(업무상 배임)로 /지난/ 1월 강 전 사장을 /고발한/ 바 있다.
631,56550,NWRW1800000040.12.12.2,지역 단위로 비례대표가 /적용되는/ 상원의 선거 결과는 더욱 복잡하다.
632,85612,NWRW1800000049.205.6.1,그는 오히려 “당시 고문은 /다양한/ 경로로 채용되었기에 산업은행을 경유했어도 구체적 채용 배경은 /알/ 수 없었다”고 했다.
633,15472,NWRW1800000025.353.19.6,이에 따라 고객의 요구사항도 잘 /반영할/ 수 있었다.
634,74450,NWRW1800000046.29.8.1,"그러나 맥도널드는 ""개점 시기를 /못박을/ 순 없지만 모집은 계속 /하겠다""는/ 입장이다."
635,51754,NWRW1800000038.73.10.2,"박씨는 ""넉 달간 체류하면서 하루도 빼놓지 않고 현장에 갔고, 그들이 /먹는/ 밥을 함께 먹었다""고 했다."
636,102270,NWRW1800000056.36.10.1,이에 따라 앞으로 90일 동안 피해 보상을 /둘러싼/ 협의가 타결되지 않으면 서씨는 중재 소송을 /제기할/ 것으로 보인다.
637,11062,NWRW1800000024.331.2.1,또 기업형 슈퍼마켓(SSM) 확장으로 어려움을 겪고 /있는/ 동네 슈퍼마켓 등 영세자영업자 지원에 3000억원을 추가 배정하기로 했다.
638,24180,NWRW1800000028.387.2.2,국방부가 북한쪽의 남북군사실무회담 개최 제의를 천안함 사건에 /대한/ /책임있는/ 조처와 /구체적인/ 회담 의제 제시 등을 요구하며 /거부한/ 것으로 밝혀졌다.
639,92811,NWRW1800000053.20.3.1,"초미니 아파트, 식지 /않는/ 인기"
640,39451,NWRW1800000033.193.2.1,정치권도 /비슷한/ 움직임을 보이고 있어 향후 집단소송이 어떤 모습으로 법제화될지 주목된다.
641,96349,NWRW1800000054.7.6.2,"취임 후 보유세 인상에 대해 줄곧 ""현재 검토하고 있지 않다""고 /해왔던/ 김 부총리 입장에 /상당한/ 변화가 /생긴/ 셈이다."
642,92604,NWRW1800000052.397.4.4,박 대통령이 일정을 제시하며 조기 퇴진 의사를 /밝힐/ 경우 탄핵안 처리와 개헌 논의 등 정국에 /큰/ 파장을 /가져올/ 수밖에 없어 박 대통령의 선택이 주목된다.
643,105021,NWRW1800000056.345.6.5,공단 이사장이 장관보다 훨씬 /좋은/ 자리’라고 말했다”고 했다.
644,41624,NWRW1800000033.347.6.2,기자회견 장소를 서울 서대문구 충정로 구세군아트홀로 /정한/ 것에 대해 안 원장 측은 /“특별한/ 의미가 /있는/ 게 아니라 300∼400명의 기자를 /수용할/ 수 /있는/ 공간을 /찾은/ 결과”라고 설명했다.
645,61621,NWRW1800000041.96.7.2,"성과에 따라 온·오프라인 통합강좌를 전체 교육과정의 최대 30%까지 확대, /제공할/ 계획이다."
646,71253,NWRW1800000045.70.26.1,/만드는/ 법
647,86223,NWRW1800000049.245.10.1,지금처럼 100억 원을 쉽게 /부르는/ 시대라면 몇 년 뒤 과연 몇 개 구단이나 /버틸/ 수 있을지 모르겠다”고 푸념했다.
648,75301,NWRW1800000046.79.8.2,"/결혼한/ 아들을 /둔/ 임모(70)씨는 ""남편이 하트 이모티콘 가득 넣어 며느리가 /보낸/ 카톡을 보면서 입이 귀에 /걸린/ 걸 보면 나한테나 좀 저러지 싶다""며 ""둘이 뒤에서 내 흉 /보는/ 건 아닌가 싶기도 하다""고 하소연했다."
649,58588,NWRW1800000040.229.5.1,민주당 도당도 /“부적절한/ 언행…참으로 유감”
650,42488,NWRW1800000034.316.6.7,"문제는 이들이 /지난/ 2010년 기준으로 적자가 각각 2568억원(서울메트로)과 2218억원(도시철도공사), 505억원(인천메트로)에 /이르는/ 부실 /공기업이란/ 점이다."
651,76069,NWRW1800000046.148.3.1,"아시아나항공은 ""탑승객과 국민 여러분께 심려를 /끼친/ 데 사과드린다""고 밝혔다."
652,81040,NWRW1800000048.182.5.3,문화재청은 98년 청주시 명암동에서 /출토된/ ‘단산오옥(丹山烏玉) 명 고려 먹’을 /국가지정문화재인/ 보물로 지정했다고 23일 밝혔다.
653,8491,NWRW1800000024.9.3.2,프랑스 정부는 공영방송 채널에서 황금 시간대(저녁 8시~오전 6시) 광고를 /금지하는/ 조처를 이날부터 시작했다고 <비비시>(BBC) 방송이 보도했다.
654,16436,NWRW1800000026.52.3.2,마르케스 이후 라틴아메리카에 /등장한/ 가장 /위대한/ 소설가로까지 /추앙받는/ 칠레 작가 볼라뇨(1953~2003)의 작품이 처음으로 번역 소개됐다.
655,37049,NWRW1800000033.3.13.2,할부의 개념을 /빌린/ 렌털 서비스도 제품 교체 주기를 반영했다.
656,94572,NWRW1800000053.214.4.1,손흥민(25·토트넘)에 /이은/ 핵심 선수의 공백이다.
657,4948,NWRW1800000022.129.3.1,2001년 한일관계를 격랑으로 /몰아넣었던/ 왜곡 역사교과서와 거의 /동일한/ 내용의 역사교과서가 9일 또 일본 정부의 검정을 통과했다.
658,45735,NWRW1800000036.313.9.1,몸쪽 공을 잘 던져 병살타를 유도하기 /좋은/ 것도 기대감을 높인다.
659,23176,NWRW1800000028.260.4.4,그곳에는 이름도 못 /들어본/ 고급 승용차가 얼굴도 감히 마주하기 /어려운/ 이들을 매일 싣고 오간다.
660,101721,NWRW1800000054.432.6.3,"유리 우샤코프 러시아 대통령 외교담당 보좌관은 ""미·러 정상이 10일 따로 /만날/ 것""이라고 밝혔다."
661,15523,NWRW1800000025.360.8.2,▽멀린 의장=한국은 주권을 /가진/ 국가이며 국민을 /보호할/ 권리가 있다.
662,91434,NWRW1800000052.275.11.6,최정상 /프로기사인/ 자신도 알파고와의 대국을 통해 고정관념에 싸여 /있었던/ 건 아니었는지 /되돌아봤다는/ 것이다.
663,45314,NWRW1800000036.276.7.1,"이미경 민주당 4대강조사특별위원장은 “함께 /조사한/ 합천보와 함안보의 물받이공과 바닥보호공에서도 /유사한/ 현상이 확인됐다”며, 정부에 △민관합동조사단 구성 △4대강 16개 보 안전성 조사 소위원회 구성 등을 요구했다."
664,68262,NWRW1800000044.198.7.5,"3월까지 2039대가 팔렸고, 올해 2만여대를 /수입·판매할/ 계획이다."
665,19274,NWRW1800000026.270.7.3,원폭 투하를 /지휘한/ 커티스 러메이 장군에 대해 책을 내기도 /했던/ 워런 코작(Kozak)은 어제 월스트리트저널에 /쓴/ 글에서 '도덕적 등가성(等價性)'(moral /equivalence)이란/ 생각을 경계했다.
666,46009,NWRW1800000036.362.8.1,이는 독자적으로 대북 정보의 수집·분석·분배까지 /해내던/ 정보사가 1999년 정보본부 예하로 편입되면서 더욱 심해졌다고 한다.
667,46692,NWRW1800000036.420.5.2,안 후보는 서울 여의도에서 /열린/ 중소기업중앙회 초청 간담회에서 “단일화에 대해서는 /분명한/ 원칙을 가지고 있다.
668,42018,NWRW1800000033.379.4.3,리서치앤리서치(R&R)가 24∼26일 1000명을 대상으로 /실시한/ 여론조사 결과 안 전 후보를 지지했다고 /밝힌/ 434명 가운데 문재인 민주통합당 후보를 /지지하겠다는/ 응답은 56.8%였다.
669,14399,NWRW1800000025.215.5.1,박환기 대신증권 부지점장은 “현재 정기예금 금리가 4% 안팎으로 환매하더라도 /마땅한/ 투자처가 없다”며 “하반기나 내년 상반기는 지금보다 주가가 /오를/ 것으로 보여 /기다리는/ 게 낫다”고 했다.
670,87954,NWRW1800000049.376.6.1,AFP통신은 스마트폰 보급률이 가장 /높은/ 한국에서 촛불 애플리케이션을 내려받아 /사용하는/ /새로운/ 집회 시위 모습을 선보였다고 평가했다.
671,58322,NWRW1800000040.203.11.6,하지만 2005년 대법원에서 학습지 교사는 노동자가 /아니라는/ 판결이 나왔다.
672,41187,NWRW1800000033.315.7.1,/도발할/ 경우 뼈저리게 후회하도록 /할/ 전투태세를 갖추고 있다”고 말했다.
673,75645,NWRW1800000046.94.6.8,"1939년 9월 1일, 250명의 아이들을 /실은/ 마지막 열차가 /출발할/ 예정이었다."
674,42735,NWRW1800000036.21.9.2,공정위는 특히 가맹 본사가 매장 재시공을 가맹점에 요구하면서 특정업체 집기 구매를 /강요하는/ 등 불공정행위를 /벌인/ 혐의를 잡고 법 위반 여부를 심사 중이라고 밝혔다.
675,59501,NWRW1800000040.334.7.4,명백히 /부당한/ 일이다.
676,37010,NWRW1800000033.2.3.1,‘박근혜 테마주’인 EG는 이날 전날보다 14.99% /추락한/ 6만2400원으로 장을 마감했다.
677,40295,NWRW1800000033.249.6.4,방망이와 수비를 고루 /갖춘/ 내야수 정성훈과 발이 /빠른/ 외야수 김주찬의 몸값이 얼마나 될지도 관심거리다.
678,81993,NWRW1800000048.310.9.6,오씨는 “20명은 /쳐내겠다는/ 신호가 아닐까.
679,78814,NWRW1800000046.369.5.4,"문재인 대표 등은 ""반발이 있어도 추진해야 한다""고 해왔지만 결국은 /물러선/ 것이다."
680,77286,NWRW1800000046.235.4.1,이번 명단은 한국 축구가 /자랑하는/ 유럽파 선수들이 총망라되며 최정예 /멤버라는/ 평가를 받았다.
681,17856,NWRW1800000026.163.12.2,중앙선 망우역에서 춘천역 사이를 /잇는/ 경춘선 복선화 사업도 올해 말까지 마무리돼 개통을 앞두고 있다.
682,17448,NWRW1800000026.129.6.3,"박경수 중사의 아내 박미선(29)씨의 방을 /찾은/ 유가족들은 ""아직 함수 부분이 남아 있으니 너무 걱정하지 말라""며 ""꼭 /돌아올/ 것""이라고 위로했다."
683,27855,NWRW1800000029.360.11.2,육군 3사관학교 /출신인/ 박 씨는 군 정보기관에서 근무하다 1994년 국가안전기획부(안기부·현 국가정보원)에 들어가 /‘흑금성’이라는/ 공작명으로 대북 공작원 활동을 했다.
684,82944,NWRW1800000048.427.9.1,하지만 안 의원이 /제시한/ ‘3대 혁신’ 방안에 대해 두 사람이 공감대를 형성해 중앙위 이후 함께 노력해나가기로 합의하면서 충돌로만 /치닫던/ 새정치연합의 계파 갈등에 /새로운/ 숨구멍이 /트일/ 수 있을지 주목된다.
685,70588,NWRW1800000044.396.12.3,국회 국방위 소속의 진성준 새정치민주연합 의원은 “이런 정도의 중대 사안이면 당연히 국회 비준이 /필요한/ 협정 체결을 통해 결정해야 한다”며 “국방부가 기관 간 /단순한/ 약정을 /맺는/ 방식을 /취한/ 것은 공론화와 국회 비준 등 국민적 동의 절차를 회피하기 /위한/ 꼼수로 보인다”고 비판했다.
686,62387,NWRW1800000041.139.3.4,그리고 왼쪽 위엔 한눈에도 돈푼깨나 있음 /직한/ 무리가 느긋하게 이를 감상한다.
687,95493,NWRW1800000053.308.3.1,S 씨는 대공 용의점이 전혀 /없는/ 것으로 알려져 단순히 주소 등을 /제공하는/ 역할만 /했을/ 가능성도 있다.
688,99796,NWRW1800000054.274.6.1,애틀랜타에서 축구의 정착 가능성을 /점치는/ 이는 많지 않았다.
689,832,NWRW1800000021.118.6.1,이어 “지금은 한국 시장에서 현대차 시장점유율이 단연 높지만 앞으로 우리가 투자를 늘리고 점유율을 높여 /강력한/ 경쟁자가 /될/ 것”이라고 강조했다.
690,80176,NWRW1800000048.83.7.1,하지만 올 한해 상승률은 0.7% 안팎에 머물러 한국은행의 물가안정 목표치를 크게 /밑돌/ 것으로 예상된다.
691,13594,NWRW1800000025.140.2.2,“노벨상 수상자를 배출하려면 국경을 뛰어넘어 인재와 연구비를 /확보하려는/ 노력이 필요합니다.
692,22400,NWRW1800000028.171.5.3,"유진벨재단은 2007년부터 북녘의 ‘다제내성 결핵환자’ 치료에 집중해왔는데, 환자 한명의 약값만 한해에 1000~1500달러 /남짓일/ 정도로 비용이 많이 들어 환자와 외부 후원자의 ‘1 대 1 결연’ 방식으로 지원 사업을 벌이고 있다."
